# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-03-25 12:31:50 EDT       (vaww02)
#
# Data for the following 2 site(s) are contained in this file
#    USGS 06727500 FOURMILE CREEK AT ORODELL, CO
#    USGS 06730200 BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06727500
#            TS   parameter     statistic     Description
#         17657       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	17657_00060_00003	17657_00060_00003_cd
USGS	06730200	2016-03-15	14.1	A
USGS	06730200	2016-03-16	12.6	A
USGS	06730200	2016-03-17	13.8	A
USGS	06730200	2016-03-18	27.7	A
USGS	06730200	2016-03-19	27.5	A
USGS	06730200	2016-03-20	27.4	A
USGS	06730200	2016-03-21	35.6	A
USGS	06730200	2016-03-22	35.6	A
USGS	06730200	2016-03-23	97.8	A
USGS	06730200	2016-03-24	77.9	A
USGS	06730200	2016-03-25	69.9	A
USGS	06730200	2016-03-26	62.8	A
USGS	06730200	2016-03-27	46.2	A
USGS	06730200	2016-03-28	56.6	A
USGS	06730200	2016-03-29	63.9	A
USGS	06730200	2016-03-30	67.4	A
USGS	06730200	2016-03-31	59.6	A
USGS	06730200	2016-04-01	48.5	A
USGS	06730200	2016-04-02	48.6	A
USGS	06730200	2016-04-03	50.9	A
USGS	06730200	2016-04-04	56.9	A
USGS	06730200	2016-04-05	67.2	A
USGS	06730200	2016-04-06	55.0	A
USGS	06730200	2016-04-07	40.9	A
USGS	06730200	2016-04-08	41.4	A
USGS	06730200	2016-04-09	40.6	A
USGS	06730200	2016-04-10	44.3	A
USGS	06730200	2016-04-11	48.2	A
USGS	06730200	2016-04-12	48.2	A
USGS	06730200	2016-04-13	56.7	A
USGS	06730200	2016-04-14	58.5	A
USGS	06730200	2016-04-15	64.2	A
USGS	06730200	2016-04-16	153	A
USGS	06730200	2016-04-17	143	A
USGS	06730200	2016-04-18	98.8	A
USGS	06730200	2016-04-19	82.1	A
USGS	06730200	2016-04-20	75.1	A
USGS	06730200	2016-04-21	94.8	A
USGS	06730200	2016-04-22	193	A
USGS	06730200	2016-04-23	268	A
USGS	06730200	2016-04-24	284	A
USGS	06730200	2016-04-25	252	A
USGS	06730200	2016-04-26	255	A
USGS	06730200	2016-04-27	222	A
USGS	06730200	2016-04-28	208	A
USGS	06730200	2016-04-29	235	A
USGS	06730200	2016-04-30	223	A
USGS	06730200	2016-05-01	201	A
USGS	06730200	2016-05-02	186	A
USGS	06730200	2016-05-03	221	A
USGS	06730200	2016-05-04	223	A
USGS	06730200	2016-05-05	237	A
USGS	06730200	2016-05-06	231	A
USGS	06730200	2016-05-07	328	A
USGS	06730200	2016-05-08	283	A
USGS	06730200	2016-05-09	255	A
USGS	06730200	2016-05-10	228	A
USGS	06730200	2016-05-11	211	A
USGS	06730200	2016-05-12	193	A
USGS	06730200	2016-05-13	172	A
USGS	06730200	2016-05-14	152	A
USGS	06730200	2016-05-15	150	A
USGS	06730200	2016-05-16	200	A
USGS	06730200	2016-05-17	164	A
USGS	06730200	2016-05-18	129	A
USGS	06730200	2016-05-19	121	A
USGS	06730200	2016-05-20	112	A
USGS	06730200	2016-05-21	106	A
USGS	06730200	2016-05-22	99.0	A
USGS	06730200	2016-05-23	93.0	A
USGS	06730200	2016-05-24	88.4	A
USGS	06730200	2016-05-25	99.0	A
USGS	06730200	2016-05-26	104	A
USGS	06730200	2016-05-27	108	A
USGS	06730200	2016-05-28	106	A
USGS	06730200	2016-05-29	105	A
USGS	06730200	2016-05-30	161	A
USGS	06730200	2016-05-31	187	A
USGS	06730200	2016-06-01	271	A
USGS	06730200	2016-06-02	273	A
USGS	06730200	2016-06-03	312	A
USGS	06730200	2016-06-04	345	A
USGS	06730200	2016-06-05	403	A
USGS	06730200	2016-06-06	428	A
USGS	06730200	2016-06-07	458	A
USGS	06730200	2016-06-08	458	A
USGS	06730200	2016-06-09	497	A
USGS	06730200	2016-06-10	577	A
USGS	06730200	2016-06-11	521	A
USGS	06730200	2016-06-12	612	A
USGS	06730200	2016-06-13	718	A
USGS	06730200	2016-06-14	736	A
USGS	06730200	2016-06-15	511	A
USGS	06730200	2016-06-16	442	A
USGS	06730200	2016-06-17	408	A
USGS	06730200	2016-06-18	389	A
USGS	06730200	2016-06-19	405	A
USGS	06730200	2016-06-20	421	A
USGS	06730200	2016-06-21	426	A
USGS	06730200	2016-06-22	393	A
USGS	06730200	2016-06-23	393	A
USGS	06730200	2016-06-24	335	A
USGS	06730200	2016-06-25	293	A
USGS	06730200	2016-06-26	262	A
USGS	06730200	2016-06-27	228	A
USGS	06730200	2016-06-28	221	A
USGS	06730200	2016-06-29	221	A
USGS	06730200	2016-06-30	203	A
USGS	06730200	2016-07-01	211	A
USGS	06730200	2016-07-02	200	A
USGS	06730200	2016-07-03	210	A
USGS	06730200	2016-07-04	195	A
USGS	06730200	2016-07-05	192	A
USGS	06730200	2016-07-06	182	A
USGS	06730200	2016-07-07	149	A
USGS	06730200	2016-07-08	105	A
USGS	06730200	2016-07-09	97.5	A
USGS	06730200	2016-07-10	94.0	A
USGS	06730200	2016-07-11	90.1	A
USGS	06730200	2016-07-12	85.2	A
USGS	06730200	2016-07-13	72.4	A
USGS	06730200	2016-07-14	77.8	A
USGS	06730200	2016-07-15	83.1	A
USGS	06730200	2016-07-16	80.3	A
USGS	06730200	2016-07-17	70.4	A
USGS	06730200	2016-07-18	69.6	A
USGS	06730200	2016-07-19	80.4	A
USGS	06730200	2016-07-20	69.2	A
USGS	06730200	2016-07-21	59.6	A
USGS	06730200	2016-07-22	60.8	A
USGS	06730200	2016-07-23	67.0	A
USGS	06730200	2016-07-24	64.7	A
USGS	06730200	2016-07-25	66.3	A
USGS	06730200	2016-07-26	74.2	A
USGS	06730200	2016-07-27	71.6	A
USGS	06730200	2016-07-28	67.7	A
USGS	06730200	2016-07-29	74.2	A
USGS	06730200	2016-07-30	76.1	A
USGS	06730200	2016-07-31	72.0	A
USGS	06730200	2016-08-01	68.3	A
USGS	06730200	2016-08-02	57.7	A
USGS	06730200	2016-08-03	66.5	A
USGS	06730200	2016-08-04	60.6	A
USGS	06730200	2016-08-05	46.9	A
USGS	06730200	2016-08-06	60.3	A
USGS	06730200	2016-08-07	65.5	A
USGS	06730200	2016-08-08	52.8	A
USGS	06730200	2016-08-09	43.4	A
USGS	06730200	2016-08-10	48.1	A
USGS	06730200	2016-08-11	52.5	A
USGS	06730200	2016-08-12	55.9	A
USGS	06730200	2016-08-13	56.4	A
USGS	06730200	2016-08-14	56.4	A
USGS	06730200	2016-08-15	56.1	A
USGS	06730200	2016-08-16	65.3	A
USGS	06730200	2016-08-17	79.8	A
USGS	06730200	2016-08-18	74.8	A
USGS	06730200	2016-08-19	73.9	A
USGS	06730200	2016-08-20	83.7	A
USGS	06730200	2016-08-21	73.5	A
USGS	06730200	2016-08-22	67.9	A
USGS	06730200	2016-08-23	66.6	A
USGS	06730200	2016-08-24	63.4	A
USGS	06730200	2016-08-25	67.0	A
USGS	06730200	2016-08-26	63.3	A
USGS	06730200	2016-08-27	60.9	A
USGS	06730200	2016-08-28	56.4	A
USGS	06730200	2016-08-29	61.7	A
USGS	06730200	2016-08-30	66.2	A
USGS	06730200	2016-08-31	83.9	A
USGS	06730200	2016-09-01	34.4	A
USGS	06730200	2016-09-02	30.5	A
USGS	06730200	2016-09-03	33.5	A
USGS	06730200	2016-09-04	37.6	A
USGS	06730200	2016-09-05	37.1	A
USGS	06730200	2016-09-06	47.2	A
USGS	06730200	2016-09-07	46.7	A
USGS	06730200	2016-09-08	41.8	A
USGS	06730200	2016-09-09	43.4	A
USGS	06730200	2016-09-10	44.9	A
USGS	06730200	2016-09-11	43.0	A
USGS	06730200	2016-09-12	41.2	A
USGS	06730200	2016-09-13	44.9	A
USGS	06730200	2016-09-14	43.2	A
USGS	06730200	2016-09-15	48.3	A
USGS	06730200	2016-09-16	38.6	A
USGS	06730200	2016-09-17	29.1	A
USGS	06730200	2016-09-18	21.0	A
USGS	06730200	2016-09-19	14.6	A
USGS	06730200	2016-09-20	9.98	A
USGS	06730200	2016-09-21	12.1	A
USGS	06730200	2016-09-22	27.6	A
USGS	06730200	2016-09-23	27.1	A
USGS	06730200	2016-09-24	26.2	A
USGS	06730200	2016-09-25	26.8	A
USGS	06730200	2016-09-26	25.2	A
USGS	06730200	2016-09-27	26.0	A
USGS	06730200	2016-09-28	23.9	A
USGS	06730200	2016-09-29	22.1	A
USGS	06730200	2016-09-30	23.4	A
USGS	06730200	2016-10-01	39.8	A
USGS	06730200	2016-10-02	39.2	A
USGS	06730200	2016-10-03	35.3	A
USGS	06730200	2016-10-04	33.3	A
USGS	06730200	2016-10-05	31.6	A
USGS	06730200	2016-10-06	28.2	A
USGS	06730200	2016-10-07	27.6	A
USGS	06730200	2016-10-08	21.9	A
USGS	06730200	2016-10-09	22.3	A
USGS	06730200	2016-10-10	19.1	A
USGS	06730200	2016-10-11	13.8	A
USGS	06730200	2016-10-12	16.9	A
USGS	06730200	2016-10-13	28.3	A
USGS	06730200	2016-10-14	50.7	A
USGS	06730200	2016-10-15	47.9	A
USGS	06730200	2016-10-16	47.7	A
USGS	06730200	2016-10-17	49.2	A
USGS	06730200	2016-10-18	44.3	A
USGS	06730200	2016-10-19	17.1	A
USGS	06730200	2016-10-20	17.7	A
USGS	06730200	2016-10-21	27.5	A
USGS	06730200	2016-10-22	34.5	A
USGS	06730200	2016-10-23	28.4	A
USGS	06730200	2016-10-24	19.6	A
USGS	06730200	2016-10-25	3.51	A
USGS	06730200	2016-10-26	4.33	A
USGS	06730200	2016-10-27	4.06	A
USGS	06730200	2016-10-28	4.79	A
USGS	06730200	2016-10-29	5.39	A
USGS	06730200	2016-10-30	7.84	A
USGS	06730200	2016-10-31	10.9	A
USGS	06730200	2016-11-01	8.31	A
USGS	06730200	2016-11-02	8.73	A
USGS	06730200	2016-11-03	6.78	A
USGS	06730200	2016-11-04	7.19	A
USGS	06730200	2016-11-05	7.10	A
USGS	06730200	2016-11-06	7.08	A
USGS	06730200	2016-11-07	14.4	A
USGS	06730200	2016-11-08	16.4	A
USGS	06730200	2016-11-09	18.6	A
USGS	06730200	2016-11-10	18.2	A
USGS	06730200	2016-11-11	16.8	A
USGS	06730200	2016-11-12	15.4	A
USGS	06730200	2016-11-13	15.2	A
USGS	06730200	2016-11-14	15.3	A
USGS	06730200	2016-11-15	16.8	A
USGS	06730200	2016-11-16	18.1	A
USGS	06730200	2016-11-17	23.7	A
USGS	06730200	2016-11-18	32.7	A
USGS	06730200	2016-11-19	29.7	A
USGS	06730200	2016-11-20	33.8	A
USGS	06730200	2016-11-21	33.2	A
USGS	06730200	2016-11-22	37.2	A
USGS	06730200	2016-11-23	35.3	A
USGS	06730200	2016-11-24	34.5	A
USGS	06730200	2016-11-25	32.6	A
USGS	06730200	2016-11-26	30.5	A
USGS	06730200	2016-11-27	28.8	A
USGS	06730200	2016-11-28	29.1	A
USGS	06730200	2016-11-29	28.4	A
USGS	06730200	2016-11-30	23.0	A
USGS	06730200	2016-12-01	19.0	A
USGS	06730200	2016-12-02	23.3	A
USGS	06730200	2016-12-03	18.6	A
USGS	06730200	2016-12-04	14.9	A
USGS	06730200	2016-12-05	25.3	A
USGS	06730200	2016-12-06	16.0	A
USGS	06730200	2016-12-07	16.6	A:e
USGS	06730200	2016-12-08	16.1	A:e
USGS	06730200	2016-12-09	20.1	A:e
USGS	06730200	2016-12-10	38.2	A
USGS	06730200	2016-12-11	41.6	A
USGS	06730200	2016-12-12	31.1	A
USGS	06730200	2016-12-13	25.4	A
USGS	06730200	2016-12-14	22.9	A
USGS	06730200	2016-12-15	22.1	A
USGS	06730200	2016-12-16	24.4	A
USGS	06730200	2016-12-17	15.7	A
USGS	06730200	2016-12-18	7.15	A:e
USGS	06730200	2016-12-19	8.54	A:e
USGS	06730200	2016-12-20	20.9	A
USGS	06730200	2016-12-21	25.2	A
USGS	06730200	2016-12-22	19.1	A
USGS	06730200	2016-12-23	18.0	A
USGS	06730200	2016-12-24	17.6	A
USGS	06730200	2016-12-25	16.1	A
USGS	06730200	2016-12-26	15.7	A:e
USGS	06730200	2016-12-27	15.1	A
USGS	06730200	2016-12-28	15.7	A
USGS	06730200	2016-12-29	16.4	A
USGS	06730200	2016-12-30	15.9	A
USGS	06730200	2016-12-31	16.3	A
USGS	06730200	2017-01-01	16.9	A
USGS	06730200	2017-01-02	16.0	A
USGS	06730200	2017-01-03	16.0	A:e
USGS	06730200	2017-01-04	14.2	A:e
USGS	06730200	2017-01-05	11.0	A:e
USGS	06730200	2017-01-06	15.0	A:e
USGS	06730200	2017-01-07	19.8	A:e
USGS	06730200	2017-01-08	26.4	A:e
USGS	06730200	2017-01-09	53.7	A
USGS	06730200	2017-01-10	36.7	A
USGS	06730200	2017-01-11	23.0	A
USGS	06730200	2017-01-12	18.1	A
USGS	06730200	2017-01-13	14.9	A
USGS	06730200	2017-01-14	14.1	A
USGS	06730200	2017-01-15	15.6	A
USGS	06730200	2017-01-16	19.9	A
USGS	06730200	2017-01-17	21.0	A
USGS	06730200	2017-01-18	16.2	A
USGS	06730200	2017-01-19	15.2	A
USGS	06730200	2017-01-20	14.4	A
USGS	06730200	2017-01-21	11.9	A
USGS	06730200	2017-01-22	10.3	A
USGS	06730200	2017-01-23	10.6	A
USGS	06730200	2017-01-24	15.7	A
USGS	06730200	2017-01-25	15.0	A
USGS	06730200	2017-01-26	11.3	A
USGS	06730200	2017-01-27	10.8	A
USGS	06730200	2017-01-28	15.8	A
USGS	06730200	2017-01-29	15.9	A
USGS	06730200	2017-01-30	15.3	A
USGS	06730200	2017-01-31	11.9	A
USGS	06730200	2017-02-01	11.2	A
USGS	06730200	2017-02-02	10.2	A
USGS	06730200	2017-02-03	9.71	A
USGS	06730200	2017-02-04	11.2	A
USGS	06730200	2017-02-05	10.6	A
USGS	06730200	2017-02-06	10.7	A
USGS	06730200	2017-02-07	11.2	A
USGS	06730200	2017-02-08	12.2	A
USGS	06730200	2017-02-09	11.2	A
USGS	06730200	2017-02-10	14.4	A
USGS	06730200	2017-02-11	25.6	A
USGS	06730200	2017-02-12	23.8	A
USGS	06730200	2017-02-13	18.2	A
USGS	06730200	2017-02-14	16.7	A
USGS	06730200	2017-02-15	13.1	A
USGS	06730200	2017-02-16	14.4	A
USGS	06730200	2017-02-17	13.9	A
USGS	06730200	2017-02-18	13.6	A
USGS	06730200	2017-02-19	13.3	A
USGS	06730200	2017-02-20	13.2	A
USGS	06730200	2017-02-21	12.5	A
USGS	06730200	2017-02-22	12.4	A
USGS	06730200	2017-02-23	16.2	A
USGS	06730200	2017-02-24	18.4	A
USGS	06730200	2017-02-25	11.3	A
USGS	06730200	2017-02-26	10.8	A
USGS	06730200	2017-02-27	12.5	A
USGS	06730200	2017-02-28	14.2	A
USGS	06730200	2017-03-01	13.6	A
USGS	06730200	2017-03-02	13.1	A
USGS	06730200	2017-03-03	13.7	A
USGS	06730200	2017-03-04	13.8	A
USGS	06730200	2017-03-05	13.6	A
USGS	06730200	2017-03-06	13.6	A
USGS	06730200	2017-03-07	11.5	A
USGS	06730200	2017-03-08	9.04	A
USGS	06730200	2017-03-09	9.88	A
USGS	06730200	2017-03-10	10.7	A
USGS	06730200	2017-03-11	11.6	A
USGS	06730200	2017-03-12	12.7	A
USGS	06730200	2017-03-13	13.5	A
USGS	06730200	2017-03-14	13.6	A
USGS	06730200	2017-03-15	13.5	A
USGS	06730200	2017-03-16	15.6	A
USGS	06730200	2017-03-17	19.7	A
USGS	06730200	2017-03-18	20.9	A
USGS	06730200	2017-03-19	22.6	A
USGS	06730200	2017-03-20	19.3	A
USGS	06730200	2017-03-21	7.34	A
USGS	06730200	2017-03-22	6.82	A
USGS	06730200	2017-03-23	5.33	A
USGS	06730200	2017-03-24	7.39	A
USGS	06730200	2017-03-25	7.11	A
USGS	06730200	2017-03-26	9.96	A
USGS	06730200	2017-03-27	21.0	A
USGS	06730200	2017-03-28	25.6	A
USGS	06730200	2017-03-29	29.7	A
USGS	06730200	2017-03-30	10.0	A
USGS	06730200	2017-03-31	22.6	A
USGS	06730200	2017-04-01	37.2	A
USGS	06730200	2017-04-02	14.6	A
USGS	06730200	2017-04-03	14.0	A
USGS	06730200	2017-04-04	65.2	A
USGS	06730200	2017-04-05	59.4	A
USGS	06730200	2017-04-06	37.3	A
USGS	06730200	2017-04-07	31.6	A
USGS	06730200	2017-04-08	31.8	A
USGS	06730200	2017-04-09	29.6	A
USGS	06730200	2017-04-10	20.2	A
USGS	06730200	2017-04-11	17.7	A
USGS	06730200	2017-04-12	18.7	A
USGS	06730200	2017-04-13	31.5	A
USGS	06730200	2017-04-14	43.5	A
USGS	06730200	2017-04-15	52.9	A
USGS	06730200	2017-04-16	65.6	A
USGS	06730200	2017-04-17	65.6	A
USGS	06730200	2017-04-18	57.8	A
USGS	06730200	2017-04-19	61.4	A
USGS	06730200	2017-04-20	64.5	A
USGS	06730200	2017-04-21	83.3	A
USGS	06730200	2017-04-22	65.7	A
USGS	06730200	2017-04-23	50.4	A
USGS	06730200	2017-04-24	39.0	A
USGS	06730200	2017-04-25	41.6	A
USGS	06730200	2017-04-26	38.8	A
USGS	06730200	2017-04-27	38.9	A
USGS	06730200	2017-04-28	36.6	A
USGS	06730200	2017-04-29	58.6	A
USGS	06730200	2017-04-30	53.8	A
USGS	06730200	2017-05-01	40.0	A
USGS	06730200	2017-05-02	38.4	A
USGS	06730200	2017-05-03	40.6	A
USGS	06730200	2017-05-04	30.2	A
USGS	06730200	2017-05-05	24.8	A
USGS	06730200	2017-05-06	33.4	A
USGS	06730200	2017-05-07	45.4	A
USGS	06730200	2017-05-08	85.8	A
USGS	06730200	2017-05-09	125	A
USGS	06730200	2017-05-10	70.3	A
USGS	06730200	2017-05-11	161	A
USGS	06730200	2017-05-12	126	A
USGS	06730200	2017-05-13	180	A
USGS	06730200	2017-05-14	197	A
USGS	06730200	2017-05-15	233	A
USGS	06730200	2017-05-16	196	A
USGS	06730200	2017-05-17	180	A
USGS	06730200	2017-05-18	595	A
USGS	06730200	2017-05-19	414	A
USGS	06730200	2017-05-20	344	A
USGS	06730200	2017-05-21	398	A
USGS	06730200	2017-05-22	568	A
USGS	06730200	2017-05-23	556	A
USGS	06730200	2017-05-24	456	A
USGS	06730200	2017-05-25	456	A
USGS	06730200	2017-05-26	466	A
USGS	06730200	2017-05-27	389	A
USGS	06730200	2017-05-28	333	A
USGS	06730200	2017-05-29	302	A
USGS	06730200	2017-05-30	266	A
USGS	06730200	2017-05-31	219	A
USGS	06730200	2017-06-01	208	A
USGS	06730200	2017-06-02	203	A
USGS	06730200	2017-06-03	208	A
USGS	06730200	2017-06-04	206	A
USGS	06730200	2017-06-05	205	A
USGS	06730200	2017-06-06	194	A
USGS	06730200	2017-06-07	302	A
USGS	06730200	2017-06-08	443	A
USGS	06730200	2017-06-09	452	A
USGS	06730200	2017-06-10	444	A
USGS	06730200	2017-06-11	456	A
USGS	06730200	2017-06-12	472	A
USGS	06730200	2017-06-13	501	A
USGS	06730200	2017-06-14	322	A
USGS	06730200	2017-06-15	280	A
USGS	06730200	2017-06-16	289	A
USGS	06730200	2017-06-17	346	A
USGS	06730200	2017-06-18	457	A
USGS	06730200	2017-06-19	451	A
USGS	06730200	2017-06-20	438	A
USGS	06730200	2017-06-21	463	A
USGS	06730200	2017-06-22	544	A
USGS	06730200	2017-06-23	510	A
USGS	06730200	2017-06-24	370	A
USGS	06730200	2017-06-25	297	A
USGS	06730200	2017-06-26	252	A
USGS	06730200	2017-06-27	191	A
USGS	06730200	2017-06-28	151	A
USGS	06730200	2017-06-29	131	A
USGS	06730200	2017-06-30	119	A
USGS	06730200	2017-07-01	113	A
USGS	06730200	2017-07-02	99.2	A
USGS	06730200	2017-07-03	93.6	A
USGS	06730200	2017-07-04	103	A
USGS	06730200	2017-07-05	107	A
USGS	06730200	2017-07-06	112	A
USGS	06730200	2017-07-07	113	A
USGS	06730200	2017-07-08	112	A
USGS	06730200	2017-07-09	108	A
USGS	06730200	2017-07-10	94.8	A
USGS	06730200	2017-07-11	86.7	A
USGS	06730200	2017-07-12	101	A
USGS	06730200	2017-07-13	114	A
USGS	06730200	2017-07-14	97.3	A
USGS	06730200	2017-07-15	83.2	A
USGS	06730200	2017-07-16	70.5	A
USGS	06730200	2017-07-17	61.2	A
USGS	06730200	2017-07-18	62.1	A
USGS	06730200	2017-07-19	56.5	A
USGS	06730200	2017-07-20	58.8	A
USGS	06730200	2017-07-21	69.2	A
USGS	06730200	2017-07-22	95.7	A
USGS	06730200	2017-07-23	114	A
USGS	06730200	2017-07-24	97.3	A
USGS	06730200	2017-07-25	89.0	A
USGS	06730200	2017-07-26	119	A
USGS	06730200	2017-07-27	140	A
USGS	06730200	2017-07-28	113	A
USGS	06730200	2017-07-29	116	A
USGS	06730200	2017-07-30	109	A
USGS	06730200	2017-07-31	93.4	A
USGS	06730200	2017-08-01	79.7	A
USGS	06730200	2017-08-02	72.9	A
USGS	06730200	2017-08-03	83.6	A
USGS	06730200	2017-08-04	84.0	A
USGS	06730200	2017-08-05	87.3	A
USGS	06730200	2017-08-06	98.7	A
USGS	06730200	2017-08-07	132	A
USGS	06730200	2017-08-08	103	A
USGS	06730200	2017-08-09	57.7	A
USGS	06730200	2017-08-10	54.4	A
USGS	06730200	2017-08-11	59.2	A
USGS	06730200	2017-08-12	60.2	A
USGS	06730200	2017-08-13	66.0	A
USGS	06730200	2017-08-14	73.4	A
USGS	06730200	2017-08-15	71.3	A
USGS	06730200	2017-08-16	72.7	A
USGS	06730200	2017-08-17	80.2	A
USGS	06730200	2017-08-18	75.6	A
USGS	06730200	2017-08-19	68.6	A
USGS	06730200	2017-08-20	64.1	A
USGS	06730200	2017-08-21	63.9	A
USGS	06730200	2017-08-22	62.3	A
USGS	06730200	2017-08-23	71.5	A
USGS	06730200	2017-08-24	80.3	A
USGS	06730200	2017-08-25	75.9	A
USGS	06730200	2017-08-26	59.6	A
USGS	06730200	2017-08-27	59.2	A
USGS	06730200	2017-08-28	56.4	A
USGS	06730200	2017-08-29	56.7	A
USGS	06730200	2017-08-30	57.0	A
USGS	06730200	2017-08-31	56.8	A
USGS	06730200	2017-09-01	60.5	A
USGS	06730200	2017-09-02	63.4	A
USGS	06730200	2017-09-03	61.3	A
USGS	06730200	2017-09-04	62.5	A
USGS	06730200	2017-09-05	55.2	A
USGS	06730200	2017-09-06	54.2	A
USGS	06730200	2017-09-07	53.3	A
USGS	06730200	2017-09-08	54.1	A
USGS	06730200	2017-09-09	54.0	A
USGS	06730200	2017-09-10	51.4	A
USGS	06730200	2017-09-11	51.8	A
USGS	06730200	2017-09-12	55.2	A
USGS	06730200	2017-09-13	62.0	A
USGS	06730200	2017-09-14	63.7	A
USGS	06730200	2017-09-15	54.7	A
USGS	06730200	2017-09-16	36.2	A
USGS	06730200	2017-09-17	35.5	A
USGS	06730200	2017-09-18	31.5	A
USGS	06730200	2017-09-19	29.0	A
USGS	06730200	2017-09-20	25.7	A
USGS	06730200	2017-09-21	23.2	A
USGS	06730200	2017-09-22	20.2	A
USGS	06730200	2017-09-23	61.0	A
USGS	06730200	2017-09-24	67.2	A
USGS	06730200	2017-09-25	42.9	A
USGS	06730200	2017-09-26	34.3	A
USGS	06730200	2017-09-27	31.1	A
USGS	06730200	2017-09-28	54.8	A
USGS	06730200	2017-09-29	48.7	A
USGS	06730200	2017-09-30	36.8	A
USGS	06730200	2017-10-01	30.5	A
USGS	06730200	2017-10-02	138	A
USGS	06730200	2017-10-03	57.7	A
USGS	06730200	2017-10-04	25.2	A
USGS	06730200	2017-10-05	25.0	A
USGS	06730200	2017-10-06	20.7	A
USGS	06730200	2017-10-07	19.5	A
USGS	06730200	2017-10-08	29.8	A
USGS	06730200	2017-10-09	71.5	A
USGS	06730200	2017-10-10	36.2	A
USGS	06730200	2017-10-11	34.8	A
USGS	06730200	2017-10-12	38.8	A
USGS	06730200	2017-10-13	61.1	A
USGS	06730200	2017-10-14	65.0	A
USGS	06730200	2017-10-15	65.1	A
USGS	06730200	2017-10-16	61.9	A
USGS	06730200	2017-10-17	58.5	A
USGS	06730200	2017-10-18	57.5	A
USGS	06730200	2017-10-19	58.1	A
USGS	06730200	2017-10-20	51.5	A
USGS	06730200	2017-10-21	35.0	A
USGS	06730200	2017-10-22	38.7	A
USGS	06730200	2017-10-23	41.2	A
USGS	06730200	2017-10-24	42.4	A
USGS	06730200	2017-10-25	44.4	A
USGS	06730200	2017-10-26	46.8	A
USGS	06730200	2017-10-27	46.1	A
USGS	06730200	2017-10-28	38.1	A
USGS	06730200	2017-10-29	28.6	A
USGS	06730200	2017-10-30	34.6	A
USGS	06730200	2017-10-31	37.0	A
USGS	06730200	2017-11-01	40.6	A
USGS	06730200	2017-11-02	34.3	A
USGS	06730200	2017-11-03	32.2	A
USGS	06730200	2017-11-04	31.0	A
USGS	06730200	2017-11-05	30.6	A
USGS	06730200	2017-11-06	30.1	A
USGS	06730200	2017-11-07	39.0	A
USGS	06730200	2017-11-08	34.2	A
USGS	06730200	2017-11-09	33.0	A
USGS	06730200	2017-11-10	31.0	A
USGS	06730200	2017-11-11	31.7	A
USGS	06730200	2017-11-12	30.8	A
USGS	06730200	2017-11-13	33.7	A
USGS	06730200	2017-11-14	34.5	A
USGS	06730200	2017-11-15	31.9	A
USGS	06730200	2017-11-16	32.2	A
USGS	06730200	2017-11-17	29.5	A
USGS	06730200	2017-11-18	30.2	A
USGS	06730200	2017-11-19	26.9	A
USGS	06730200	2017-11-20	31.7	A
USGS	06730200	2017-11-21	32.0	A
USGS	06730200	2017-11-22	32.0	A
USGS	06730200	2017-11-23	30.4	A
USGS	06730200	2017-11-24	30.0	A
USGS	06730200	2017-11-25	29.4	A
USGS	06730200	2017-11-26	27.6	A
USGS	06730200	2017-11-27	26.4	A
USGS	06730200	2017-11-28	30.7	A
USGS	06730200	2017-11-29	32.5	A
USGS	06730200	2017-11-30	31.7	A
USGS	06730200	2017-12-01	29.2	A
USGS	06730200	2017-12-02	25.4	A
USGS	06730200	2017-12-03	25.3	A
USGS	06730200	2017-12-04	24.3	A
USGS	06730200	2017-12-05	14.9	A
USGS	06730200	2017-12-06	12.5	A
USGS	06730200	2017-12-07	11.6	A
USGS	06730200	2017-12-08	23.0	A
USGS	06730200	2017-12-09	30.8	A
USGS	06730200	2017-12-10	29.4	A
USGS	06730200	2017-12-11	30.3	A
USGS	06730200	2017-12-12	31.4	A
USGS	06730200	2017-12-13	38.0	A
USGS	06730200	2017-12-14	45.4	A
USGS	06730200	2017-12-15	39.9	A
USGS	06730200	2017-12-16	46.3	A
USGS	06730200	2017-12-17	43.0	A
USGS	06730200	2017-12-18	40.7	A
USGS	06730200	2017-12-19	42.6	A
USGS	06730200	2017-12-20	41.6	A
USGS	06730200	2017-12-21	41.8	A
USGS	06730200	2017-12-22	33.5	A
USGS	06730200	2017-12-23	36.9	A
USGS	06730200	2017-12-24	38.1	A
USGS	06730200	2017-12-25	36.5	A
USGS	06730200	2017-12-26	38.8	A
